importer_name,Recency_days,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
SALOKA AGRITAMA BRAWIJAYA,1036,35,8565206043.0,1,4,4,Can't Lose Them
SALTINDO PERKASA,85,8,31781086.0,3,3,2,Potential Loyalist
SAM BERLIAN JAYA,36,2,38400.0,4,2,1,Need Attention
SAM GAS INDONESIA,52,28,19456970.0,3,4,2,Potential Loyalist
SAM LEE SUMATERA INDONESIA,1332,2,1829518.0,1,2,2,Hibernating
SAM SAM JAYA GARMENTS,679,4,3930564099.0,2,2,3,About to Sleep
SAMA MAKMUR SEJAHTERA ABADI,422,2,1821956941.0,2,2,3,About to Sleep
SAMA SAMA SEJAHTERA,114,18,7964620.0,3,3,2,Potential Loyalist
SAMA SAMA SUKSES,36,7,6421767270.0,4,3,4,Champions
SAMAFITRO,80,295,10403748796.0,3,4,4,Champions
SAMAGATA PANEN SEJAHTERA,1,1059,93675419.0,4,4,3,Loyal Customers
SAMANTHA SUNG BALI,496,14,17833028.0,2,3,2,At Risk
SAMARA CIPTA SOLUTION,511,1,387.0,2,1,1,Hibernating
SAMATOR GAS INDUSTRI,514,1,3879258.0,2,1,2,Hibernating
SAMATOR INDO GAS TBK,562,3,36557021.0,2,2,3,About to Sleep
SAMAWOOD UTAMA WORKS INDUSTRIES,99,5,23431512040.0,3,2,4,New Customers
SAMCHEM PRASANDHA,14,43,873184161.0,4,4,3,Loyal Customers
SAMCO FARMA,240,9,853350.0,3,3,1,Promising
SAMCRO HYOSUNG ADILESTARI,839,2,323330.0,2,2,1,About to Sleep
SAMERA NITO MANUNGGAL,1403,3,3901257599.0,1,2,3,Hibernating
SAMHE XIECAI INDONESIA,163,2,710546.0,3,2,1,Need Attention
SAMHEUNG INDONESIA,36,11,42301999062.0,4,3,4,Champions
SAMINDO JAYA SENTOSA,346,1,2030.0,2,1,1,Hibernating
SAMINDO UTAMA KALTIM,112,44,21080210.0,3,4,2,Potential Loyalist
SAMONE ABADI INDONESIA,519,264,824508322.0,2,4,3,At Risk
SAMPHARINDO PERDANA,1463,4,65600.0,1,2,1,Hibernating
SAMPOERNA BUDI JAYA,1400,3,5933421.0,1,2,2,Hibernating
SAMPOERNA ERKON PRATAMA,128,4,5090266306.0,3,2,3,New Customers
SAMPOERNA INDONESIA SEMBILAN,13,6,1969404.0,4,2,2,Need Attention
SAMPOERNA JAYA BAJA,324,8,348593968.0,3,3,3,Loyal Customers
SAMPURNA PART NIAGA,1184,15,47690762120.0,1,3,4,Can't Lose Them
SAMSARA MAKMUR SENTOSA,1,1,1586264393.0,4,1,3,New Customers
SAMSONITE INDONESIA,622,18,1212431.0,2,3,2,At Risk
SAMSTEX POLIMER MANDIRI,552,1,2000.0,2,1,1,Hibernating
SAMSUNG ELECTRONICS INDONESIA,304,41,404583.0,3,4,1,Promising
SAMSUNG TELECOMMUNICATION INDONESIA,28,305,59106726106.0,4,4,4,Champions
SAMUDERA ATLANTIK JAYA,315,195,195280532.0,3,4,3,Loyal Customers
SAMUDERA ATLANTIS INTERNATIONAL,366,1,10000.0,2,1,1,Hibernating
SAMUDERA BAN,1420,7,2435037.0,1,3,2,Can't Lose Them
SAMUDERA BAROKAH TEKNIK,359,1,3510.0,2,1,1,Hibernating
SAMUDERA EMAS TRADING,78,56,2168465656.0,3,4,3,Loyal Customers
SAMUDERA JAYA,1233,1,43800.0,1,1,1,Lost
SAMUDERA LACKSAMANA,1392,5,211652.0,1,2,1,Hibernating
SAMUDERA LINDO GROUP,315,3,1609874.0,3,2,2,Need Attention
SAMUDERA MAKMUR INDONESIA,413,3,12380.0,2,2,1,About to Sleep
SAMUDERA MAKMUR JAYA,819,1,946883.0,2,1,2,Hibernating
SAMUDERA PLASTIK TEKNOLOGI,181,1,3500.0,3,1,1,Need Attention
SAMUDERA SENJA BARAT,318,73,22905580.0,3,4,2,Potential Loyalist
SAMUDERA STEEL INDONESIA,5,430,3023944086.0,4,4,3,Loyal Customers
SAMUDERA TIMUR PERKASA,1329,77,102577491.0,1,4,3,Can't Lose Them
SAMUDERA UTAMA ARUM,233,14,128610.0,3,3,1,Promising
SAMUDRA ALAM SEMESTA,114,5,6391784895.0,3,2,4,New Customers
SAMUDRA ARDANA JAYA,49,1,13563688.0,3,1,2,Need Attention
SAMUDRA BIRU MANGUN KENCANA,790,1,43659.0,2,1,1,Hibernating
SAMUDRA EMAS KENCANA ABADI,2,13,74610293720.0,4,3,4,Champions
SAMUDRA EON ANUGERAH,1686,1,25200.0,1,1,1,Lost
SAMUDRA HAMPARAN MAS,1273,3,23100432.0,1,2,2,Hibernating
SAMUDRA INDONESIA BERJAYA,448,2,61680.0,2,2,1,About to Sleep
SAMUDRA KARYA MULIA,50,23,37395621.0,3,3,3,Loyal Customers
SAMUDRA MAHKOTA BEACH,192,1,14323.0,3,1,1,Need Attention
SAMUDRA MARINE INDONESIA,625,2,1336006994.0,2,2,3,About to Sleep
SAMUDRA OCEANEERING,483,6,129890989.0,2,2,3,About to Sleep
SAMUDRA RAYA SEJAHTERA,366,7,9518330.0,2,3,2,At Risk
SAMWAL LIFF INTERNASIONAL,343,1,4785251141.0,2,1,3,Hibernating
SAMWON BUSANA INDONESIA,688,7,3045282576.0,2,3,3,At Risk
SAMWON COPPER TUBE INDONESIA,40,2,1390355.0,4,2,2,Need Attention
SAMYANG FOODS INDONESIA,6,98,713270952.0,4,4,3,Loyal Customers
SAN -N- GARMINDO,1211,1,63520128.0,1,1,3,Lost
SAN CHUAN PACKING INDONESIA,491,4,294925609.0,2,2,3,About to Sleep
SAN HAO INDONESIA,9,6,12750492.0,4,2,2,Need Attention
SAN LOGISTIK SERVICE,22,3,2792873342.0,4,2,3,New Customers
SAN NENG BAKEWARE INDONESIA,1080,24,2101137.0,1,3,2,Can't Lose Them
SAN PASIFIC ABADI,104,45,61162325.0,3,4,3,Loyal Customers
SANAC ISOGAI GLOBAL SUPPLY,149,92,82095623880.0,3,4,4,Champions
SANATANA DUTA SELARAS,315,3,194500.0,3,2,1,Need Attention
SANBA INDUSTRIES INDONESIA,624,1,44911134.0,2,1,3,Hibernating
SANBE FARMA,9,83,21199980436.0,4,4,4,Champions
SANBUANA MAKMUR PRODUCTION,119,2,1806006.0,3,2,2,Need Attention
SANCO INDONESIA,554,1,39900.0,2,1,1,Hibernating
SANDANA,101,1,1458632.0,3,1,2,Need Attention
SANDANG MUTIARA CEMERLANG,1730,1,1659.0,1,1,1,Lost
SANDEN INTERCOOL INDONESIA,1,323,291277875.0,4,4,3,Loyal Customers
SANDHIE MENTARI GARINDO,1393,35,108981632.0,1,4,3,Can't Lose Them
SANDI BUAH,738,88,76713718731.0,2,4,4,At Risk
SANDIMAS INTIMITRA,535,24,10754381.0,2,3,2,At Risk
SANDVIK INDONESIA,16,7,1455299916.0,4,3,3,Loyal Customers
SANDVIK MINING & CONSTRUCTION INDONESIA,1,1448,77343783512.0,4,4,4,Champions
SANDVIK SMC,1,2766,229284421898.0,4,4,4,Champions
SANDY BAJA SURABAYA,1692,1,5549338.0,1,1,2,Lost
SANDY GLOBALINDO,140,11,1243353.0,3,3,2,Potential Loyalist
SANDY NAZWATEX JAYA,1696,1,486616.0,1,1,1,Lost
SANG HYANG SERI,1,120,16170913.0,4,4,2,Potential Loyalist
SANGAT DAMAI SEJAHTERA,463,61,133933733113.0,2,4,4,At Risk
SANGGAR ELEGANCE INDAH,967,2,110049.0,1,2,1,Hibernating
SANGGAR SARANA BAJA,595,1,38994.0,2,1,1,Hibernating
SANGHIANG PERKASA,793,79,169934715.0,2,4,3,At Risk
SANGHYANG RAKSA PRADJA,1750,2,295800.0,1,2,1,Hibernating
SANGO CERAMICS INDONESIA,1589,1,9921216.0,1,1,2,Lost
SANGPYO BERSINAR INDONESIA,1221,1,4189046.0,1,1,2,Lost
SANGRA RATU GEMILANG,359,6,1332418.0,2,2,2,About to Sleep
SANHE MITRA INDONESIA,1067,1,1139034.0,1,1,2,Lost
SANIGA TRIGUNA,1483,22,15893531751.0,1,3,4,Can't Lose Them
SANIHARTO ENGGALHARDJO,961,12,4030087482.0,1,3,3,Can't Lose Them
SANINDO SUKSES ABADI,1438,5,23403183.0,1,2,2,Hibernating
SANITARIA UTTAMA,500,1,1785501201.0,2,1,3,Hibernating
SANITYA UTAMA,871,1,4537643.0,2,1,2,Hibernating
SANJAYA GARMEN AKSESORIS,533,9,10556007850.0,2,3,4,At Risk
SANJAYA INTERNASIONAL FISHERY,1324,4,167900.0,1,2,1,Hibernating
SANJAYA PRIMA MANDIRI,462,3,175614.0,2,2,1,About to Sleep
SANJAYA SENTOSA SEJAHTERA,1326,43,152437265.0,1,4,3,Can't Lose Them
SANKARA RIANKO NUSANTARA,301,37,10226499801.0,3,4,4,Champions
SANKEI DHARMA INDONESIA,902,1,144000.0,2,1,1,Hibernating
SANKEI GOHSYU INDUSTRIES,681,1,1510718561.0,2,1,3,Hibernating
SANKEI MEDICAL INDUSTRIES,2,47,50749899.0,4,4,3,Loyal Customers
SANKEN ARGADWIJA,7,233,732409935624.0,4,4,4,Champions
SANKO MATERIAL INDONESIA,8,141,238789218107.0,4,4,4,Champions
SANKYIOTA,1,32,25436249471.0,4,4,4,Champions
SANLI MAKMUR PLASINDO,7,1,4167840794.0,4,1,3,New Customers
SANLIE MULIA SENTOSA,394,2,2350367510.0,2,2,3,About to Sleep
SANNITA ABADI,568,1,22564.0,2,1,1,Hibernating
SANOBAR GUNAJAYA,24,36,58958622.0,4,4,3,Loyal Customers
SANOVA,548,1,4212.0,2,1,1,Hibernating
SANPAC SINERGI,440,1,2995178.0,2,1,2,Hibernating
SANPAK UNGGUL,504,3,266520622.0,2,2,3,About to Sleep
SANREGO PRATAMA MANDIRI,1105,63,10280500.0,1,4,2,Can't Lose Them
SANSICO NATURA RESOURCES,27,1,16595.0,4,1,1,Need Attention
SANSIN INDONESIA,520,2,53641.0,2,2,1,About to Sleep
SANSYU PRECISION INDONESIA,940,1,27415632.0,2,1,2,Hibernating
SANTA GLORY FIBER GLASSINDO,86,1,65000.0,3,1,1,Need Attention
SANTAKU SHINWA INDONESIA,951,3,6091797514.0,2,2,4,About to Sleep
SANTIKA MULTI JAYA,27,132,2244000643.0,4,4,3,Loyal Customers
SANTINO,94,2,432361765.0,3,2,3,New Customers
SANTO GLOBAL ABADI,146,1,1516911639.0,3,1,3,New Customers
SANTO INDONESIA,513,1,26316.0,2,1,1,Hibernating
SANTO VISI INDONESIA,99,10,36347996368.0,3,3,4,Champions
SANTOS JAYA ABADI,63,17,3437690665.0,3,3,3,Loyal Customers
SANURPRO INDO TEKNOLOGI,153,15,1617252.0,3,3,2,Potential Loyalist
SANWA PREFAB TECHNOLOGY,1079,7,33891162.0,1,3,2,Can't Lose Them
SANWA SCREEN INDONESIA,14,26,21427942.0,4,4,2,Potential Loyalist
SANWAMAS METAL INDUSTRY,2,15,15515547466.0,4,3,4,Champions
SANWE INDO PERKASA,6,50,228585992.0,4,4,3,Loyal Customers
SANWOO ELECTRONICS,794,125,336246770255.0,2,4,4,At Risk
SANYO SPECIAL STEEL INDONESIA,1239,26,99587748773.0,1,4,4,Can't Lose Them
SANYO TRADING INDONESIA,77,3,2009998704.0,3,2,3,New Customers
SANYON BANGUN LESTARI,338,1,39481.0,2,1,1,Hibernating
SAPPE INDONESIA,2,459,3305870504358.0,4,4,4,Champions
SAPROTAN UTAMA,157,4,175165.0,3,2,1,Need Attention
SAPTA MAKMUR PERKASA,35,3,464372.0,4,2,1,Need Attention
SAPTA PERMATA,1309,13,378789252.0,1,3,3,Can't Lose Them
SAPTA SARI TAMA,29,53,78112163.0,4,4,3,Loyal Customers
SAPTA TUNAS TEKNOLOGI,635,2,3897139.0,2,2,2,About to Sleep
SAPTASUMBER LANCAR,1671,4,30669832.0,1,2,2,Hibernating
SAPTAWARNA CEMERLANG,2,123,44596225206.0,4,4,4,Champions
SARAJA NIAGA LESTARI,2,2,7468877835.0,4,2,4,New Customers
SARANA AGRO PANEN,1577,1,656064.0,1,1,1,Lost
SARANA AGUNG SEJAHTERA,1149,3,647448.0,1,2,1,Hibernating
SARANA ARTHA GRAHAWISESA,1239,1,723642.0,1,1,1,Lost
SARANA BAHARI INDONESIA,105,21,2105695.0,3,3,2,Potential Loyalist
SARANA BAJA MAKMUR,1168,6,18927748.0,1,2,2,Hibernating
SARANA BAJA PERKASA,140,15,2123402816.0,3,3,3,Loyal Customers
SARANA BARU LOGISTINDO,52,6,163423.0,3,2,1,Need Attention
SARANA BELT INDONESIA,55,4,11853805428.0,3,2,4,New Customers
SARANA BERKAT,8,5,9953297797.0,4,2,4,New Customers
SARANA BERKAT TEGUH,514,1,30039.0,2,1,1,Hibernating
SARANA CIPTA SANDI,331,17,38691347711.0,2,3,4,At Risk
SARANA DISTINDO MAKMUR,177,8,11977137.0,3,3,2,Potential Loyalist
SARANA GLOBAL TEKNINDO,34,49,20454066.0,4,4,2,Potential Loyalist
SARANA GLOBAL TELECOM,339,6,6753839138.0,2,2,4,About to Sleep
SARANA GRAHA PRIMA CEMERLANG,1050,24,112383829.0,1,3,3,Can't Lose Them
SARANA GRIYA SEGAR,1422,362,422393873362.0,1,4,4,Can't Lose Them
SARANA INDO PERSADA,84,5,13230796159.0,3,2,4,New Customers
SARANA INSPIRASI PERDANA,316,5,1964202.0,3,2,2,Need Attention
SARANA JAYA LESTARI,29,17,22181028839.0,4,3,4,Champions
SARANA KARYA MASINDO,80,99,151404287.0,3,4,3,Loyal Customers
SARANA KARYA SAHABAT,119,5,12611922831.0,3,2,4,New Customers
SARANA KEMAS ABADI,13,5,24304940.0,4,2,2,Need Attention
SARANA KENCANA MULYA,15,291,438298687095.0,4,4,4,Champions
SARANA KENTJANA INDO,14,1,2384116125.0,4,1,3,New Customers
SARANA MAKIN MULYA,44,1,91463.0,3,1,1,Need Attention
SARANA MASKING LESTARI,31,9,1390124.0,4,3,2,Potential Loyalist
SARANA MULIA SANTOSO,736,6,11910293447.0,2,2,4,About to Sleep
SARANA MULTI ANUGERAH,27,20,6842722.0,4,3,2,Potential Loyalist
SARANA PANEN PERKASA,121,40,72330915154.0,3,4,4,Champions
SARANA PANGAN INDONESIA,1415,2,626400.0,1,2,1,Hibernating
SARANA PELITA NIAGA,1717,1,2512174.0,1,1,2,Lost
SARANA PRIMA LESTARI,64,20,12540887069.0,3,3,4,Champions
SARANA REFRIGERATAMA,69,88,27217226826.0,3,4,4,Champions
SARANA SAMUDERA BERJAYA,85,10,21221084.0,3,3,2,Potential Loyalist
SARANA SEJUK MANDIRI,939,6,927468.0,2,2,2,About to Sleep
SARANA SELECTRODE INDONESIA,7,3,6817906.0,4,2,2,Need Attention
SARANA STEEL,302,2,26728886.0,3,2,2,Need Attention
SARANA TANI MAKMUR,524,1,111012.0,2,1,1,Hibernating
SARANA TEKNIK MANDIRI ABADI,1721,2,585966.0,1,2,1,Hibernating
SARANA TITIAN PERMATA,441,1,4400.0,2,1,1,Hibernating
SARANA WIDYAGUNA,3,5,11605344.0,4,2,2,Need Attention
SARANA WIRA PRATIWI,1203,2,10717869.0,1,2,2,Hibernating
SARANAGRIYA LESTARI KERAMIK,1736,1,4725.0,1,1,1,Lost
SARANAGUNA MAKMUR PERSADA,679,5,391663524.0,2,2,3,About to Sleep
SARANAKULINA INTISEJAHTERA,37,73,245734159561.0,4,4,4,Champions
SARANAPRIMA NUSANTARA ABADI,28,8,19021944.0,4,3,2,Potential Loyalist
SARANDI KARYA NUGRAHA,1443,1,191996.0,1,1,1,Lost
SARANG IMITASI,78,9,143778.0,3,3,1,Promising
SARAS SUBUR ABADI,198,20,38244346311.0,3,3,4,Champions
SARASWATI COCONUT PRODUCT,1522,2,35622.0,1,2,1,Hibernating
SARI BERKAT SEJAHTERA,121,7,34377333.0,3,3,3,Loyal Customers
SARI COFFEE INDONESIA,8,312,245614896.0,4,4,3,Loyal Customers
SARI DAYA PLASINDO,1,155,207598110.0,4,4,3,Loyal Customers
SARI DUMAI OLEO,1463,4,3357756.0,1,2,2,Hibernating
SARI ENESIS INDAH,31,69,153563745542.0,4,4,4,Champions
SARI ICECREAM INDONESIA,1396,9,3098521.0,1,3,2,Can't Lose Them
SARI INCOFOOD CORPORATION,15,25,51431189320.0,4,3,4,Champions
SARI INDAH PEMBUNGKUS INDUSTRI,406,1,29808.0,2,1,1,Hibernating
SARI MAKMUR PERKASA,1298,47,31405329.0,1,4,2,Can't Lose Them
SARI MAKMUR TRADING,301,1,8865.0,3,1,1,Need Attention
SARI MAS INDONESIA,26,27,14399558461.0,4,4,4,Champions
SARI MAS PERMAI,474,2,722556.0,2,2,1,About to Sleep
SARI PIZZA INDONESIA,126,13,24976490724.0,3,3,4,Champions
SARI RASA NUSANTARA,722,5,26763.0,2,2,1,About to Sleep
SARI SARANA KIMIATAMA,1031,39,45207690498.0,1,4,4,Can't Lose Them
SARI SEGAR HUSADA,17,10,1633748.0,4,3,2,Potential Loyalist
SARIGUNA PRIMATIRTA TBK,346,32,48407395545.0,2,4,4,At Risk
SARIHUSADA GENERASI MAHARDHIKA,236,1,2353123549.0,3,1,3,New Customers
SARIMAKMUR TUNGGALMANDIRI,149,4,79216.0,3,2,1,Need Attention
SARIMELATI KENCANA TBK,43,19,82949219.0,3,3,3,Loyal Customers
SARIMODE FASHINDO ADIPERKASA,1,41195,108107238998556.0,4,4,4,Champions
SARIMODE GRIYA,3,4127,10287337957158.0,4,4,4,Champions
SARINAH,1,751,61259266408.0,4,4,4,Champions
SARIPATI MASPALEMBANG SRIWIJAYA,290,1,1004124445.0,3,1,3,New Customers
SARITUNGGAL MANDIRIKARSA,14,153,16285881.0,4,4,2,Potential Loyalist
SARKARA NIAGA PASTIKA,528,1,718927.0,2,1,1,Hibernating
SARTIKA NIAGA PRATAMA,1410,2,267525.0,1,2,1,Hibernating
SARUA SUBUR,16,1,19972721.0,4,1,2,Need Attention
SARUTERRA ORGANIK KOSMETIK,303,2,146849.0,3,2,1,Need Attention
SAS HANDAYANI ABADI,79,19,76482143682.0,3,3,4,Champions
SAS INTERNATIONAL,483,1,246000.0,2,1,1,Hibernating
SASA INTI,8,18,1013475920.0,4,3,3,Loyal Customers
SAT NUSAPERSADA TBK,1297,25,65397007036.0,1,3,4,Can't Lose Them
SATELIT KOMUNIKA NUSANTARA,418,1,4432485123.0,2,1,3,Hibernating
SATHRUSI KOMODITI INDONESIA,9,35,10732058.0,4,4,2,Potential Loyalist
SATKA,496,1,16212628.0,2,1,2,Hibernating
SATO LABEL SOLUTIONS,44,3,13658581524.0,3,2,4,New Customers
SATO-SHOJI INDONESIA,162,90,66751962262.0,3,4,4,Champions
SATORIA AGRO INDUSTRI,150,4,87419883.0,3,2,3,New Customers
SATORIA ANEKA INDUSTRI,1,23,23220317051.0,4,3,4,Champions
SATORIA DISTRIBUSI LESTARI,412,2,10449530250.0,2,2,4,About to Sleep
SATORIA KONJAC INDUSTRI,486,1,2900.0,2,1,1,Hibernating
SATRIA BIMA NUSANTARA,1023,14,13056827645.0,1,3,4,Can't Lose Them
SATRIA BRANG WETAN,785,30,16469709.0,2,4,2,At Risk
SATRIA DIGITAL SEJAHTERA,1372,1,14520.0,1,1,1,Lost
SATRIA PRATAMA MANDIRI,191,11,1659302.0,3,3,2,Potential Loyalist
SATU ATLAS INDONESIA,224,3,234378.0,3,2,1,Need Attention
SATU BISNIS INDONESIA,549,2,359409733.0,2,2,3,About to Sleep
SATU JAYA TAMA,132,3,1423008.0,3,2,2,Need Attention
SATU SEMBILAN DELAPAN,1602,1,162304254.0,1,1,3,Lost
SATU VISI PUTRA TBK,1,230,355486536230.0,4,4,4,Champions
SATYA ANUGERAH NUTRITAMA,134,12,228671625.0,3,3,3,Loyal Customers
SATYA DINAMIKA MANDIRI,21,3,56921.0,4,2,1,Need Attention
SATYA MULIA SENTOSA,503,8,151204659.0,2,3,3,At Risk
SATYA NUSANTARA MANDIRI,160,38,50874912.0,3,4,3,Loyal Customers
SATYA PRANATA JAYA,546,1,82314.0,2,1,1,Hibernating
SATYAMITRA KEMAS LESTARI TBK,9,40,29768103721.0,4,4,4,Champions
SATYARAYA KERAMINDOINDAH,20,5,216589602.0,4,2,3,New Customers
SAUDARA EKATAMA JAYA,91,4,8301269370.0,3,2,4,New Customers
SAUDARA MEBEL,545,3,2293569.0,2,2,2,About to Sleep
SAUDARA PERKASA LANCAR,1603,4,273256.0,1,2,1,Hibernating
SAUDARA SEJATI SENTOSA,222,16,28643452287.0,3,3,4,Champions
SAURINDOTEX MANDIRI,127,10,11451287.0,3,3,2,Potential Loyalist
SAVA GEMILANG INDONESIA,23,18,6585190198.0,4,3,4,Champions
SAVONT VARAVI INDONESIA,496,1,4710809268.0,2,1,3,Hibernating
SAWARGI KARYA UTAMA,29,14,33516026455.0,4,3,4,Champions
SAWI HUSANA TEXTILE,633,371,1177371695.0,2,4,3,At Risk
SAYAKA ADHYATMA PERSADA,2,95,97485125.0,4,4,3,Loyal Customers
SAYAP ENGGANG KHATULISTIWA,1039,29,5200425.0,1,4,2,Can't Lose Them
SAYAP MAS UTAMA,17,45,45184303790.0,4,4,4,Champions
SBTELECOM INDONESIA CORP,1700,1,5294102832.0,1,1,3,Lost
SC JOHNSON AND SON INDONESIA,38,18,118705328.0,4,3,3,Loyal Customers
SCANCOM INDONESIA,1155,12,12400413.0,1,3,2,Can't Lose Them
SCENIC INTERNATIONAL TRADING,973,5,67075176.0,1,2,3,Hibernating
SCG INTERNATIONAL INDONESIA,1602,1,37003.0,1,1,1,Lost
SCHAEFER SYSTEMS INTERNATIONAL,80,45,4041724977.0,3,4,3,Loyal Customers
SCHLEMMER AUTOMOTIVE INDONESIA,9,166,433691711482.0,4,4,4,Champions
SCHLIEPER INDAH INDONESIA,422,10,4397086121.0,2,3,3,At Risk
SCHLUMBERGER GEOPHYSICS NUSANTARA,3,2256,2037225996.0,4,4,3,Loyal Customers
SCHNEIDER ELECTRIC IT INDONESIA,13,143,166515692732.16916,4,4,4,Champions
SCHNEIDER INDONESIA,38,35,136029694605.0,4,4,4,Champions
SCHOLZ INDONESIA,1218,8,32649945388.0,1,3,4,Can't Lose Them
SCHUTZ CONTAINER SYSTEMS INDONESIA,42,191,705065010997.0,4,4,4,Champions
SCI ECOMMERCE INDONESIA,1669,1,3889863.0,1,1,2,Lost
SCIENTIFIC DRILLING INTERNATIONAL INDONESIA,20,23,105146493.0,4,3,3,Loyal Customers
SCM ENTEPRISES APPAREL,1413,1,2254482342.0,1,1,3,Lost
SCORE ENERGY INDONESIA,44,1,2423509044.0,3,1,3,New Customers
SDA GLOBAL,83,2,1008610459.0,3,2,3,New Customers
SEA ARMADA INDONESIA,1581,14,42752231.0,1,3,3,Can't Lose Them
SEA INFRA SERVICE,391,6,2121332.0,2,2,2,About to Sleep
SEAFOOD INSPECTION LABORATORY,1449,1,1575.0,1,1,1,Lost
SEAFOOD SUMATERA PERKASA,386,1,20140.0,2,1,1,Hibernating
SEAGULL COOLING TOWER,15,2,1555114872.0,4,2,3,New Customers
SEAH PRECISION METAL INDONESIA,570,69,462056900.0,2,4,3,At Risk
SEALIN PRIMA INDONESIA,386,11,52075053263.0,2,3,4,At Risk
SEAMLESS PIPE INDONESIA JAYA,161,24,1056642605.0,3,3,3,Loyal Customers
SEBASTIAN CITRA INDONESIA,1,18,6836364.0,4,3,2,Potential Loyalist
SEBATEK PRIMA TUNGGAL,2,17,48943235459.0,4,3,4,Champions
SECO TOOLS INDONESIA,73,2,4842999.0,3,2,2,Need Attention
SECOM INDONESIA,226,45,950583.0,3,4,2,Potential Loyalist
SECURE PASIFIK TEKNOLOGI,1368,7,2938286.0,1,3,2,Can't Lose Them
SEDA SPEED INTERNASIONAL,29,18,11614811356.0,4,3,4,Champions
SEDAP AGRO MAKMUR,1471,46,7177790.0,1,4,2,Can't Lose Them
SEDAP SATU HATI,2,1,541673.0,4,1,1,Need Attention
SEDAYA MITRA SEJAHTERA,1122,7,578511.0,1,3,1,Can't Lose Them
SEDAYU GARMENINDO JAYA,1309,6,23383627.0,1,2,2,Hibernating
SEELINDO SEJAHTERATAMA,174,14,25073506262.0,3,3,4,Champions
SEFONG INDUSTRIES,588,1,26688825.0,2,1,2,Hibernating
SEGA BERKAT SEJAHTERA,198,21,2354447239.0,3,3,3,Loyal Customers
SEGAR ABADI,1429,36,3659310.0,1,4,2,Can't Lose Them
SEGAR ABADI RAYA,1312,7,3192664.0,1,3,2,Can't Lose Them
SEGAR ABADI UTAMA,1442,103,29141799.0,1,4,2,Can't Lose Them
SEGAR AGRO ABADI,1157,12,2464327.0,1,3,2,Can't Lose Them
SEGAR ALAM SUKSES,1429,30,11231310.0,1,4,2,Can't Lose Them
SEGAR BUAH ANDALAN,1440,32,13054826.0,1,4,2,Can't Lose Them
SEGAR BUAH MAKMUR,379,129,59511889.0,2,4,3,At Risk
SEGAR CAHAYA INTERNASIONAL,1472,14,25976655.0,1,3,2,Can't Lose Them
SEGAR INDAH MANDIRI,1749,3,2005824782.0,1,2,3,Hibernating
SEGAR INDO MAKMUR,219,8,6166779118.0,3,3,4,Champions
SEGAR JAYA MAKMUR,1620,11,48337219066.0,1,3,4,Can't Lose Them
SEGAR JAYA UTAMA,1386,124,217621339878.0,1,4,4,Can't Lose Them
SEGAR KUMALA PERSADA,1358,200,56571134.0,1,4,3,Can't Lose Them
SEGAR MAJU SUKSES,1052,14,11017284535.0,1,3,4,Can't Lose Them
SEGAR MAKMUR SENTOSA NUSANTARA,1407,95,6669076301.0,1,4,4,Can't Lose Them
SEGAR MANIS ABADI,1526,2,5652810.0,1,2,2,Hibernating
SEGAR MAS PRIMA,1168,32,30874578613.0,1,4,4,Can't Lose Them
SEGAR PRIMA JAYA,1554,4,3484299637.0,1,2,3,Hibernating
SEGAR SARI PRIMA,50,22,35773349148.0,3,3,4,Champions
SEGAR UTAMA INDONESIA,1410,32,22531044281.0,1,4,4,Can't Lose Them
SEGARA BERKAH LESTARI,8,5,100381.0,4,2,1,Need Attention
SEGARA SEKAR JAGAT,1402,6,1583110.0,1,2,2,Hibernating
SEGATAMA LESTARI,185,5,3081507.0,3,2,2,Need Attention
SEGELINDO PUTRA MANDIRI,1,40,1366075427.0,4,4,3,Loyal Customers
SEGER SENTOSA JAYA,253,4,2611835.0,3,2,2,Need Attention
SEGITIGA ABADI SUKSES,545,4,116983223.0,2,2,3,About to Sleep
SEGORO MAS ENGINEERING,1336,1,3818095459.0,1,1,3,Lost
SEGWAY INDONESIA,752,2,360281085.0,2,2,3,About to Sleep
SEHAT ALAM SEGAR,108,2,308927651.0,3,2,3,New Customers
SEHAT CERAH INDONESIA,1,85,7170660.0,4,4,2,Potential Loyalist
SEHAT PRIMA SENTOSA,285,1,3264311508.0,3,1,3,New Customers
SEHAT SECARA ALAMI,13,56,781153326.0,4,4,3,Loyal Customers
SEHATI BINTANG INDONESIA,35,1157,2188805587528.0,4,4,4,Champions
SEHATI FROZEN FOODS,160,2,2603216895.0,3,2,3,New Customers
SEHATI SERASA INTERNASIONAL,157,1,65639765.0,3,1,3,New Customers
SEHATI SUKSES BERSAMA,1301,1,13166487.0,1,1,2,Lost
SEHO MAKMUR INDUSTRI,241,1,857964.0,3,1,1,Need Attention
SEIDENSTICKER INDONESIA,1725,1,1018881818.0,1,1,3,Lost
SEIKOU SEAT COVER,3,16,615432.0,4,3,1,Promising
SEIREN INDONESIA,6,134,481367972847.0,4,4,4,Champions
SEJAHTERA ABADI,1403,1,4064038.0,1,1,2,Lost
SEJAHTERA BERSAMA,1254,219,83183950.0,1,4,3,Can't Lose Them
SEJAHTERA BINTANG ABADI TEXTILE,1568,2,34674.0,1,2,1,Hibernating
SEJAHTERA INDO PERKASA,34,38,12324948366.0,4,4,4,Champions
