importer_name,Recency_days,Frequency,Monetary,R_Score,F_Score,M_Score,Segment,Tanggal_Snapshot
PIAGGIO INDONESIA,2,68,9963056.0,4,4,2,Potential Loyalist,2025-10-23
PIAGGIO INDONESIA INDUSTRIAL,338,4,67.0,2,2,1,About to Sleep,2025-10-23
PIALA LAUT INDONESIA,1091,1,2029035.0,1,1,2,Lost,2025-10-23
PIGEON INDONESIA,14,37,8161417486.0,4,4,4,Champions,2025-10-23
PIJAK BUMI INTERNATIONAL,1212,1,4500.0,1,1,1,Lost,2025-10-23
PIJAR SUKMA,113,14,18170432854.0,3,3,4,Champions,2025-10-23
PILAR AGRO MANDIRI,1288,40,3597758339.0,1,4,3,Can't Lose Them,2025-10-23
PILAR GLOBAL MANDIRI,790,16,349255738.0,2,3,3,At Risk,2025-10-23
PILAR KARANG SAMUDRA,142,22,47807276664.0,3,3,4,Champions,2025-10-23
PILAR KOKOH,10,12,31678060.0,4,3,2,Potential Loyalist,2025-10-23
PILAR KOKOH STEEL,574,2,26180789.0,2,2,2,About to Sleep,2025-10-23
PILAR NIAGA MAKMUR,3,918,1597257260657.0,4,4,4,Champions,2025-10-23
PILAR PRIMA PERSADA,1421,5,87587.0,1,2,1,Hibernating,2025-10-23
PILAR SEMESTA PERKASA,372,1,95364645.0,2,1,3,Hibernating,2025-10-23
PILAR TEKNOLOGI MANDIRI,91,3,530623.0,3,2,1,Need Attention,2025-10-23
PILIHAN KELUARGA INDONESIA,528,4,7641198.0,2,2,2,About to Sleep,2025-10-23
PIM PHARMACEUTICALS,181,2,942148585.0,3,2,3,New Customers,2025-10-23
PINAKO ROTARI PERMAI,1438,1,63044.0,1,1,1,Lost,2025-10-23
PINANG SAKTI INDONESIA,443,1,8657216.0,2,1,2,Hibernating,2025-10-23
PINCO MENARA PASIFIK,1017,1,16712.0,1,1,1,Lost,2025-10-23
PINDAD,703,3,1104530984.0,2,2,3,About to Sleep,2025-10-23
PINDAI SEMESTA ALAM,65,5,14407906997.0,3,2,4,New Customers,2025-10-23
PINDO DELI PULP AND PAPER MILLS,1,3580,3759672839.0,4,4,3,Loyal Customers,2025-10-23
PINGAN PINGSU PLASTIC,553,2,7648954691.0,2,2,4,About to Sleep,2025-10-23
PINJAYA LOGAM,27,72,186214302.0,4,4,3,Loyal Customers,2025-10-23
PINNACLE APPARELS,1455,3,52757040.0,1,2,3,Hibernating,2025-10-23
PINTATEC CHEMICALS,43,5,177460.0,3,2,1,Need Attention,2025-10-23
PINTU MAS GARMINDO,1647,5,167083707.0,1,2,3,Hibernating,2025-10-23
PINTU MAS MULIA KIMIA,171,37,51545292.0,3,4,3,Loyal Customers,2025-10-23
PINXIANG RAIHANINDO MANDIRI,1717,4,3342856.0,1,2,2,Hibernating,2025-10-23
PIONEER ELECTRONICS INDONESIA,1,464,1103603606732.0,4,4,4,Champions,2025-10-23
PIONIR ELEKTRIK INDONESIA,714,7,352367.0,2,3,1,At Risk,2025-10-23
PIPE INDONESIA UTAMA,483,44,37578065600.0,2,4,4,At Risk,2025-10-23
PIPING SYSTEM INDONESIA,10,11,137708365.0,4,3,3,Loyal Customers,2025-10-23
PIRAMIDA SUKSES BERSAMA,7,6,43810931.0,4,2,3,New Customers,2025-10-23
PISHON IREH,1267,2,40000.0,1,2,1,Hibernating,2025-10-23
PISON LAKSANA JAYA,10,3,5337967529.0,4,2,3,New Customers,2025-10-23
PITAMAS DATA SEMPURNA,1066,1,36268.0,1,1,1,Lost,2025-10-23
PITAMAS INDONUSA,6,100,945247003.0,4,4,3,Loyal Customers,2025-10-23
PIXCO,512,2,2904445107.0,2,2,3,About to Sleep,2025-10-23
PIXEL PERDANA JAYA,1491,4,243900.0,1,2,1,Hibernating,2025-10-23
PK MANUFACTURING INDONESIA,1178,4,200206260.0,1,2,3,Hibernating,2025-10-23
PKG LAUTAN INDONESIA,31,9,545948139.0,4,3,3,Loyal Customers,2025-10-23
PKM MARKETING VENTURES,1440,10,48170017.0,1,3,3,Can't Lose Them,2025-10-23
PLANA NETWORKS INDONESIA,294,1,18556.0,3,1,1,Need Attention,2025-10-23
PLANT LIPIDS INDONESIA,7,21,2361067.0,4,3,2,Potential Loyalist,2025-10-23
PLASESS INDONESIA,6,2,90502.0,4,2,1,Need Attention,2025-10-23
PLASMA HIJAU INDONESIA,147,1,14910.0,3,1,1,Need Attention,2025-10-23
PLASMA UNITECH GLOBAL,27,5,116682.0,4,2,1,Need Attention,2025-10-23
PLASTER GYPSINDO,860,9,12594641298.0,2,3,4,At Risk,2025-10-23
PLASTIC OMNIUM INDONESIA,499,9,26487549.0,2,3,2,At Risk,2025-10-23
PLASTOP INDONESIA MANUFACTURING,659,4,32169429.0,2,2,2,About to Sleep,2025-10-23
PLATINDO,58,9,8401386.0,3,3,2,Potential Loyalist,2025-10-23
PLATINUM METALINDO JAYA,216,2,34652.0,3,2,1,Need Attention,2025-10-23
PLATINUM RESINS INDONESIA,79,14,440945.0,3,3,1,Promising,2025-10-23
PLUMBING SOLUSI INDONESIA,157,1,5096877754.0,3,1,3,New Customers,2025-10-23
PLUS ONE GROUP INDONESIA,506,4,2421664.0,2,2,2,About to Sleep,2025-10-23
PMG INTEGRASI KOMUNIKASI,565,2,103106.0,2,2,1,About to Sleep,2025-10-23
PMY TRADA INDONESIA,6,12,20678202.0,4,3,2,Potential Loyalist,2025-10-23
PNS BERTANI BERSAMA,1052,28,3375350.0,1,4,2,Can't Lose Them,2025-10-23
PODHO DADI MULYA,1581,21,970255.0,1,3,2,Can't Lose Them,2025-10-23
POHON EMAS NUSANTARA,825,220,269652405330.0,2,4,4,At Risk,2025-10-23
POLA BAHAN INDONESIA,1288,1,7670.0,1,1,1,Lost,2025-10-23
POLA GONDOLA ADIPERKASA,1028,1,4102226721.0,1,1,3,Lost,2025-10-23
POLAR ICE CRYSTAL JAKARTA,960,1,320080.0,1,1,1,Lost,2025-10-23
POLAR ICE CRYSTAL PANDAAN,1669,1,270400.0,1,1,1,Lost,2025-10-23
POLAR ICE CRYSTAL UNGARAN,997,1,326205.0,1,1,1,Lost,2025-10-23
POLAR PERKASA NUSANTARA,90,3,1088019923.0,3,2,3,New Customers,2025-10-23
POLARBEAR PHARMACEUTICAL INDONESIA,304,7,880965.0,3,3,1,Promising,2025-10-23
POLARDI INDONESIA,646,15,132230.0,2,3,1,At Risk,2025-10-23
POLAREKA FASADINDO,744,1,416536.0,2,1,1,Hibernating,2025-10-23
POLARI LIMUNUSAINTI,241,6,26450.0,3,2,1,Need Attention,2025-10-23
POLARIN XININDO,37,4,1475802.0,4,2,2,Need Attention,2025-10-23
POLARIS SAPTA MANGGALA,7,58,4360878.0,4,4,2,Potential Loyalist,2025-10-23
POLARIS UNO INDONESIA,479,1,272800.0,2,1,1,Hibernating,2025-10-23
POLI CONTINDO NUSA,73,15,87105661.0,3,3,3,Loyal Customers,2025-10-23
POLI MATERIAL INDONESIA,457,12,26206357639.0,2,3,4,At Risk,2025-10-23
POLI PLASTIK PERKASA,476,5,99900.0,2,2,1,About to Sleep,2025-10-23
POLIN JAYA,348,1,4141468.0,2,1,2,Hibernating,2025-10-23
POLINDO UTAMA,247,7,323980757.0,3,3,3,Loyal Customers,2025-10-23
POLOSONIC SUKSES MANDIRI,370,4,8433237.0,2,2,2,About to Sleep,2025-10-23
POLSO GEMILANG INDONESIA,150,5,16281916050.0,3,2,4,New Customers,2025-10-23
POLY AD DUNIA,59,8,6319281.0,3,3,2,Potential Loyalist,2025-10-23
POLY SENTRA,43,14,18089960.0,3,3,2,Potential Loyalist,2025-10-23
POLY USAHA SEJATI,525,1,863904.0,2,1,1,Hibernating,2025-10-23
POLYCIPTA MAKMUR SENTOSA,8,78,104628562574.0,4,4,4,Champions,2025-10-23
POLYFILATEX,1659,14,746294.0,1,3,1,Can't Lose Them,2025-10-23
POLYMER RESOURCES INDONESIA,7,45,98768275903.0,4,4,4,Champions,2025-10-23
POLYPLEX FILMS INDONESIA,16,18,75960440.0,4,3,3,Loyal Customers,2025-10-23
POLYTECH INDO HAUSEN,567,1,8741216.0,2,1,2,Hibernating,2025-10-23
POLYVINDO ABADI SUKSES,1543,1,20241.0,1,1,1,Lost,2025-10-23
POMELO BUSANA INDONESIA,1232,9,4710565.0,1,3,2,Can't Lose Them,2025-10-23
POMPA YORK INDONESIA,3,29,88576539595.0,4,4,4,Champions,2025-10-23
POPULAR CAN UTAMA,3,44,222655708295.0,4,4,4,Champions,2025-10-23
POR SEA ASA,1028,2,336280.0,1,2,1,Hibernating,2025-10-23
POROS BELAWAN,1017,289,5169553462.0,1,4,3,Can't Lose Them,2025-10-23
PORTER REKAYASA UNGGUL,427,11,11525970.0,2,3,2,At Risk,2025-10-23
PORTO INDONESIA SEJAHTERA,29,36,2973910504.0,4,4,3,Loyal Customers,2025-10-23
POSCO INTERNATIONAL INDONESIA,864,51,238244630.0,2,4,3,At Risk,2025-10-23
POSCO MTECH INDONESIA,806,69,432426133.0,2,4,3,At Risk,2025-10-23
POSMATECH ANUGERAH SEJAHTERA,282,1,46803074.0,3,1,3,New Customers,2025-10-23
POWER MACHINE INTERNATIONAL,136,1,4124748.0,3,1,2,Need Attention,2025-10-23
POWER PACK INDUSTRIAL SOLUTION,8,92,62175023.0,4,4,3,Loyal Customers,2025-10-23
POWER STEEL MANDIRI,1,829,5239715257.0,4,4,3,Loyal Customers,2025-10-23
PPF INDONESIA,947,6,3049411208.0,2,2,3,About to Sleep,2025-10-23
PRADA CENTURY,1106,3,24461514.0,1,2,2,Hibernating,2025-10-23
PRADA SETIA ANUGERAH,6,4,308800.0,4,2,1,Need Attention,2025-10-23
PRADAJAYA SPORTIVO INDONESIA,64,7,11103211.0,3,3,2,Potential Loyalist,2025-10-23
PRADANA JAYA MANDIRI,1108,4,1215452.0,1,2,2,Hibernating,2025-10-23
PRADHA KARYA PERKASA,393,57,134145569.0,2,4,3,At Risk,2025-10-23
PRAJASATECH INDONESIA,37,8,1247070.0,4,3,2,Potential Loyalist,2025-10-23
PRAKARSA ABADI SENTOSA,1079,31,3321906.0,1,4,2,Can't Lose Them,2025-10-23
PRAKARSA ALAM SEGAR,140,109,24522986392.0,3,4,4,Champions,2025-10-23
PRAKARSA BANGUN SARANA,1092,18,27717723406.0,1,3,4,Can't Lose Them,2025-10-23
PRAKARSA JAYA SENTOSA,20,282,1240913207636.0,4,4,4,Champions,2025-10-23
PRAKARSALANGGENG MAJUBERSAMA,440,2,485237.0,2,2,1,About to Sleep,2025-10-23
PRAKASA ADHI WINDRAYA,1731,1,11126.0,1,1,1,Lost,2025-10-23
PRAKATAMA KREASI UNILINDO,218,3,4592361921.0,3,2,3,New Customers,2025-10-23
PRAMBANAN KENCANA,1,1414,2533382452756.445,4,4,4,Champions,2025-10-23
PRAPANCA AGRO MAKMUR,407,39,11783865967.0,2,4,4,At Risk,2025-10-23
PRAPASKA AMANAH INDONESIA,675,2,215800.0,2,2,1,About to Sleep,2025-10-23
PRASETYA GEMAMULIA,3,81,62279777457.0,4,4,4,Champions,2025-10-23
PRASETYA PRATAMA DELI,534,1,2902628579.0,2,1,3,Hibernating,2025-10-23
PRASETYA UTAMA,1442,1,284000.0,1,1,1,Lost,2025-10-23
PRASIDHA INTI JAYA,790,1,32361925.0,2,1,2,Hibernating,2025-10-23
PRATAMA AGUNG PRAKASA,1522,3,1908848.0,1,2,2,Hibernating,2025-10-23
PRATAMA ANUGRAH SUKSES,10,2,4184.0,4,2,1,Need Attention,2025-10-23
PRATAMA CIPTA MANDIRIGLOBAL,45,31,8523459346.0,3,4,4,Champions,2025-10-23
PRATAMA INDONESIA BERJAYA,1408,46,27389830.0,1,4,2,Can't Lose Them,2025-10-23
PRATAMA INDONESIA LESTARI,1067,82,59948602074.0,1,4,4,Can't Lose Them,2025-10-23
PRATAMA JAYA SEMESTA,1582,4,10350817698.0,1,2,4,Hibernating,2025-10-23
PRATAMA KARYA PUTRO,1407,19,4678860.0,1,3,2,Can't Lose Them,2025-10-23
PRATAMA MAKMUR JINGGA,1128,79,8583078.0,1,4,2,Can't Lose Them,2025-10-23
PRATAMA MANDIRI SEJAHTERA,548,7,19319545.0,2,3,2,At Risk,2025-10-23
PRATAMA MITRA ABADI,1469,13,3671948.0,1,3,2,Can't Lose Them,2025-10-23
PRATAMA NUSANTARA SAKTI,136,17,1602353934.0,3,3,3,Loyal Customers,2025-10-23
PRATAMA PRIMA PERSADA,1750,2,59360.0,1,2,1,Hibernating,2025-10-23
PRATAMA SAKTI INDONESIA,1498,32,6267770.0,1,4,2,Can't Lose Them,2025-10-23
PRATAMA SOLUSI ARMINDO,401,1,11068.0,2,1,1,Hibernating,2025-10-23
PRATAMA STEEL,15,92,9511414518.0,4,4,4,Champions,2025-10-23
PRATAPA NIRMALA,478,4,3977.0,2,2,1,About to Sleep,2025-10-23
PRATIWI PRIMA BAJA,1099,1,14680592.0,1,1,2,Lost,2025-10-23
PRAWITA KARYA,58,4,15595654126.0,3,2,4,New Customers,2025-10-23
PRAYOGO BERKAT ABADI,79,5,5811419.0,3,2,2,Need Attention,2025-10-23
PREFORMED LINE PRODUCTS INDONESIA,274,7,34376.0,3,3,1,Promising,2025-10-23
PREMIER ABADI SOLUSINDO,966,4,88795.0,1,2,1,Hibernating,2025-10-23
PREMIER DOUGHNUT INDONESIA,9,78,33833292.0,4,4,2,Potential Loyalist,2025-10-23
PREMIER ENGINEERING INDONESIA,1589,2,4258677309.0,1,2,3,Hibernating,2025-10-23
PREMIUM EKSPRES SISTEM,484,10,19680459.0,2,3,2,At Risk,2025-10-23
PRESISI HITECH INDUSTRIAL,458,1,2175.0,2,1,1,Hibernating,2025-10-23
PRESTAR MHE,1689,4,3031455381.0,1,2,3,Hibernating,2025-10-23
PRESTASI RETAIL INNOVATION,308,1,3186.0,3,1,1,Need Attention,2025-10-23
PRESTIGE GLOBAL EXPRESS,539,1,24500.0,2,1,1,Hibernating,2025-10-23
PRESTRESS CONSTRUCTION INDONESIA,518,1,5742507223.0,2,1,3,Hibernating,2025-10-23
PRETZELINDO SUKSES PRATAMA,2,47,72467144359.0,4,4,4,Champions,2025-10-23
PRIMA ABADI LADSALLINDO,715,6,225002.0,2,2,1,About to Sleep,2025-10-23
PRIMA AGUNG FLORISTA,483,1,382329.0,2,1,1,Hibernating,2025-10-23
PRIMA ALAM GEMILANG,653,36,2876450740.0,2,4,3,At Risk,2025-10-23
PRIMA ALKESINDO NUSANTARA,29,68,121843682323.0,4,4,4,Champions,2025-10-23
PRIMA AMBRASHITA JAYA,56,7,1841335.0,3,3,2,Potential Loyalist,2025-10-23
PRIMA ANDALAN SERVIS,1074,1,2131539403.0,1,1,3,Lost,2025-10-23
PRIMA AUDIO INDONESIA,3,445,991213850.0,4,4,3,Loyal Customers,2025-10-23
PRIMA BAHARI INTI LESTARI,1234,2,32500.0,1,2,1,Hibernating,2025-10-23
PRIMA BAJA BAHANA RAYA,99,29,2505923819.0,3,4,3,Loyal Customers,2025-10-23
PRIMA BETON BANGUN PERSADA,314,62,277521614.0,3,4,3,Loyal Customers,2025-10-23
PRIMA BUANA JAYA,1688,1,12750.0,1,1,1,Lost,2025-10-23
PRIMA BUANA PERKASA,1,10835,31377222283028.0,4,4,4,Champions,2025-10-23
PRIMA CAHAYA NUSANTARA,372,1,33394.0,2,1,1,Hibernating,2025-10-23
PRIMA CONTAINER UTAMA,1175,55,7115275.0,1,4,2,Can't Lose Them,2025-10-23
PRIMA COOL UTAMA,1027,2,31030.0,1,2,1,Hibernating,2025-10-23
PRIMA COPPER INDUSTRI,960,3,35072707.0,1,2,3,Hibernating,2025-10-23
PRIMA DIGITAL SOLUSINDO,86,12,44856.0,3,3,1,Promising,2025-10-23
PRIMA EGA TEKNINDO,50,5,3019477.0,3,2,2,Need Attention,2025-10-23
PRIMA ENJINEERING INDO,842,5,51630.0,2,2,1,About to Sleep,2025-10-23
PRIMA ERINDO SEJAHTERA,1,86,93419453845.0,4,4,4,Champions,2025-10-23
PRIMA FASTINDO,174,1,3635626.0,3,1,2,Need Attention,2025-10-23
PRIMA FLO MANUNGGAL,21,4,24200883.0,4,2,2,Need Attention,2025-10-23
PRIMA GALLUS NUSANTARA,271,1,6720.0,3,1,1,Need Attention,2025-10-23
PRIMA INDO FASTENER,1108,5,10833927.0,1,2,2,Hibernating,2025-10-23
PRIMA INDO NANOTEC,24,13,7895959493.0,4,3,4,Champions,2025-10-23
PRIMA INTI LANGGENG,52,4,226169768.0,3,2,3,New Customers,2025-10-23
PRIMA INTI PERMATA ABADI,405,1,1974097525.0,2,1,3,Hibernating,2025-10-23
PRIMA JAYA GLOBAL,1214,1,22159.0,1,1,1,Lost,2025-10-23
PRIMA JAYAKARTA SENTOSA,181,22,51308948760.0,3,3,4,Champions,2025-10-23
PRIMA KARYA CEMERLANG,22,5,33742.0,4,2,1,Need Attention,2025-10-23
PRIMA KARYA METALINDO LESTARI,78,1,18303144.0,3,1,2,Need Attention,2025-10-23
PRIMA KARYA PONDASI,922,1,13640955.0,2,1,2,Hibernating,2025-10-23
PRIMA KOMPONEN INDONESIA,16,14,5272703771.0,4,3,3,Loyal Customers,2025-10-23
PRIMA LAND,45,10,18040955715.0,3,3,4,Champions,2025-10-23
PRIMA LANGGENG INDO NUSA,884,11,7366440851.0,2,3,4,At Risk,2025-10-23
PRIMA LAYANAN NIAGA SUKU CADANG,1402,1,31000.0,1,1,1,Lost,2025-10-23
PRIMA MAJU PERDANA,16,43,202679243128.0,4,4,4,Champions,2025-10-23
PRIMA MAKMUR INDONESIA,2,88,201210314.0,4,4,3,Loyal Customers,2025-10-23
PRIMA MAKMUR ROTOKEMINDO,8,68,63068096044.0,4,4,4,Champions,2025-10-23
PRIMA MANDIRI SUKSES,34,15,1503252368.0,4,3,3,Loyal Customers,2025-10-23
PRIMA MASARI BUSANA,737,31,98121743888.0,2,4,4,At Risk,2025-10-23
PRIMA MEDIKA LABORATORIES,23,5,147112.0,4,2,1,Need Attention,2025-10-23
PRIMA MINECHEM INDONESIA,143,8,23009728541.0,3,3,4,Champions,2025-10-23
PRIMA MITRA ELEKTRINDO,6,28,39742020091.0,4,4,4,Champions,2025-10-23
PRIMA MODA ABADI,44,157,402735911249.82855,3,4,4,Champions,2025-10-23
PRIMA MUDA MANDIRI,43,28,96536100460.0,3,4,4,Champions,2025-10-23
PRIMA NATURA INDONESIA,1458,1,54600.0,1,1,1,Lost,2025-10-23
PRIMA NIAGA MANDIRI,1375,3,1156397.0,1,2,2,Hibernating,2025-10-23
PRIMA PACK,848,2,60000.0,2,2,1,About to Sleep,2025-10-23
PRIMA PAPER INDONESIA,850,110,258519001.0,2,4,3,At Risk,2025-10-23
PRIMA PERAHU AGUNG,791,7,16713987770.0,2,3,4,At Risk,2025-10-23
PRIMA PESONA ALAMI,44,14,39050.0,3,3,1,Promising,2025-10-23
PRIMA PROSPEK INDONESIA,6,10,8543412.0,4,3,2,Potential Loyalist,2025-10-23
PRIMA PUTRA DUNAMIS,456,5,6210336.0,2,2,2,About to Sleep,2025-10-23
PRIMA RASA BERKATINDO,549,2,3649789.0,2,2,2,About to Sleep,2025-10-23
PRIMA RAYA EKSINDO,770,6,58036.0,2,2,1,About to Sleep,2025-10-23
PRIMA SARANA MAKMUR,276,1,37305.0,3,1,1,Need Attention,2025-10-23
PRIMA SEJAHTERA CEMERLANG,6,2,4592264190.0,4,2,3,New Customers,2025-10-23
PRIMA SEJATI JAYA,10,17,11665436121.0,4,3,4,Champions,2025-10-23
PRIMA SEJATI SEJAHTERA,639,15,7549744335.0,2,3,4,At Risk,2025-10-23
PRIMA SEMESTA MAKMUR,1743,19,3147704.0,1,3,2,Can't Lose Them,2025-10-23
PRIMA SENTOSA BAN,1319,1,33247.0,1,1,1,Lost,2025-10-23
PRIMA SH INDONESIA,23,31,264434315.0,4,4,3,Loyal Customers,2025-10-23
PRIMA TOP BOGA,227,1,1437819636.0,3,1,3,New Customers,2025-10-23
PRIMA TRANSPORTASI SERVIS INDONESIA,731,5,30099870346.0,2,2,4,About to Sleep,2025-10-23
PRIMA TUNGGAL JAVALAND,55,4,545774.0,3,2,1,Need Attention,2025-10-23
PRIMA UNGGUL PERSADA,1708,1,2080357.0,1,1,2,Lost,2025-10-23
PRIMA UNTUNG BERSAMA,6,23,53764025.0,4,3,3,Loyal Customers,2025-10-23
PRIMA USAHA ERA MANDIRI,1,111,199511403722.0,4,4,4,Champions,2025-10-23
PRIMA USAHA NUSANTARA,1702,1,436872.0,1,1,1,Lost,2025-10-23
PRIMA YESCOOL INDONESIA,9,23,6777421.0,4,3,2,Potential Loyalist,2025-10-23
PRIMACEUTIKAL CIPTA PESONA,52,28,12041540.0,3,4,2,Potential Loyalist,2025-10-23
PRIMACO INDONESIA,1492,7,31144439394.0,1,3,4,Can't Lose Them,2025-10-23
PRIMACORR MANDIRI,21,1,9220.0,4,1,1,Need Attention,2025-10-23
PRIMADAYA PLASTISINDO TBK,211,2,57290.0,3,2,1,Need Attention,2025-10-23
PRIMAJAYA ERATAMA,55,23,45892228956.0,3,3,4,Champions,2025-10-23
PRIMAJAYA PUTRA SENTOSA,10,36,472598807.0,4,4,3,Loyal Customers,2025-10-23
PRIMAMITRA ABADI SENTOSA,100,13,2304021.0,3,3,2,Potential Loyalist,2025-10-23
PRIMARINDO ASIA INFRASTRUCTURE TBK,374,13,1124601.0,2,3,2,At Risk,2025-10-23
PRIMASARI ETERNA,10,225,1149706451.0,4,4,3,Loyal Customers,2025-10-23
PRIMASEGAR INDOSARI,1346,2,397965.0,1,2,1,Hibernating,2025-10-23
PRIMATAMA JAYA ELEKTRONIK,1405,1,263452.0,1,1,1,Lost,2025-10-23
PRIMATEX LESTARI,10,25,5953187614.0,4,3,4,Champions,2025-10-23
PRIMATEXCO INDONESIA,472,2,222115081.0,2,2,3,About to Sleep,2025-10-23
PRIMATIO,134,13,3663146307.0,3,3,3,Loyal Customers,2025-10-23
PRIMAX GEO SEJAHTERA,286,5,4150948401.0,3,2,3,New Customers,2025-10-23
PRIMAX GEO SOLUSINDO,2,1,1663484054.0,4,1,3,New Customers,2025-10-23
PRIME TRADE CENTER,901,1,26775.0,2,1,1,Hibernating,2025-10-23
PRIME TRADING NIAGA INDAH,183,7,148848.0,3,3,1,Promising,2025-10-23
PRIMER NIAGA INDAH,709,14,543375.0,2,3,1,At Risk,2025-10-23
PRIMERA PANCA DWIMA,525,4,8166189827.0,2,2,4,About to Sleep,2025-10-23
PRIMOBAN NOVO TYRES,310,26,8117196.0,3,4,2,Potential Loyalist,2025-10-23
PRIMUS INDAH MANDIRI,1294,2,6931.0,1,2,1,Hibernating,2025-10-23
PRIMUS SANUS COOKING OIL INDUSTRIAL (PT. PRISCOLIN),1119,1,91200.0,1,1,1,Lost,2025-10-23
PRIMUS SANUS COOKING OIL INDUSTRIAL (PT.PRISCOLIN),338,3,14658102254.0,2,2,4,About to Sleep,2025-10-23
PRINTEC PERKASA,38,1,26900.0,4,1,1,Need Attention,2025-10-23
PRINTECHNINDO RAYA UTAMA,335,4,11803649190.0,2,2,4,About to Sleep,2025-10-23
PRINTINDO UTAMA,864,1,8707369.0,2,1,2,Hibernating,2025-10-23
PRINTING SERVICE SOLUTION,553,1,2116986904.0,2,1,3,Hibernating,2025-10-23
PRIOK MAZ SAPTA SEGARA,1098,1,162333.0,1,1,1,Lost,2025-10-23
PRIORITAS BANGUN NUSANTARA,192,1,197086933.0,3,1,3,New Customers,2025-10-23
PRISAI ABDI SEJAHTRA,120,52,36793142.0,3,4,3,Loyal Customers,2025-10-23
PRISMA DINAMIKA INDONESIA,1617,2,3847154.0,1,2,2,Hibernating,2025-10-23
PRISMA MAS SEMESTA,1442,5,23521746619.0,1,2,4,Hibernating,2025-10-23
PRISMA MULTI TEKNOLOGI,1087,52,47264937427.0,1,4,4,Can't Lose Them,2025-10-23
PRISMATAMA KREASINDO GLOBAL,540,2,6214874687.0,2,2,4,About to Sleep,2025-10-23
PRISTINE AFTERMARKET INDONESIA,1288,38,2665999.0,1,4,2,Can't Lose Them,2025-10-23
PRO CHAIN KONSTRUKSI INDONESIA,1122,10,109956541.0,1,3,3,Can't Lose Them,2025-10-23
PRO ENGINEERING UTAMA,1,2,1861615.0,4,2,2,Need Attention,2025-10-23
PRO FILM INDONESIA,113,22,5763952.0,3,3,2,Potential Loyalist,2025-10-23
PRO MEGAH MANDIRI,1675,1,8540611.0,1,1,2,Lost,2025-10-23
PRO PLASTIC PRIMA EXTRUDER,337,88,28281923783.0,2,4,4,At Risk,2025-10-23
PRO SOUND INDONESIA,535,13,23075560.0,2,3,2,At Risk,2025-10-23
PRO TECH INDO,422,1,1807306415.0,2,1,3,Hibernating,2025-10-23
PRO-TEC INDONESIA,807,1,788144.0,2,1,1,Hibernating,2025-10-23
PROCHEM TRITAMA,1554,6,5252109292.0,1,2,3,Hibernating,2025-10-23
PROCTER & GAMBLE HOME PRODUCTS INDONESIA,3,1039,2615380739971.0,4,4,4,Champions,2025-10-23
PRODUK REKREASI,112,4,49782.0,3,2,1,Need Attention,2025-10-23
PRODUK SUSU INTERNASIONAL,224,1,11400.0,3,1,1,Need Attention,2025-10-23
PROFESSIONAL MACHINERY,17,9,20061239341.0,4,3,4,Champions,2025-10-23
PROFESSTAMA META CIPTA,407,3,29975.0,2,2,1,About to Sleep,2025-10-23
PROFESSTAMA TEHNIK CEMERLANG,1219,11,85836.0,1,3,1,Can't Lose Them,2025-10-23
PROFILIA INDOTECH,71,20,133574044.0,3,3,3,Loyal Customers,2025-10-23
PROFILINDAH KHARISMA,510,2,15962.0,2,2,1,About to Sleep,2025-10-23
PROFITA ABADI,7,14,4148579.0,4,3,2,Potential Loyalist,2025-10-23
PROKEMAS ADHIKARI KREASI,86,6,156158.0,3,2,1,Need Attention,2025-10-23
PROLINK INTIDATA NUSANTARA,28,33,10090280.0,4,4,2,Potential Loyalist,2025-10-23
PROMATCON TEPATGUNA,1442,6,84842.0,1,2,1,Hibernating,2025-10-23
PROMEDIKA SEJAHTERA,759,8,217420.0,2,3,1,At Risk,2025-10-23
PROMEXX INTI CORPORATAMA,836,1,13680.0,2,1,1,Hibernating,2025-10-23
PROMINDO MAKMUR ABADI,1129,5,1061279.0,1,2,2,Hibernating,2025-10-23
PROPAN RAYA INDUSTRIAL COATING CHEMICALS,146,42,2342340.0,3,4,2,Potential Loyalist,2025-10-23
PROSE TECHNOLOGIES INDONESIA,24,30,71317012782.0,4,4,4,Champions,2025-10-23
PROSPER REKANDA,339,1,44720.0,2,1,1,Hibernating,2025-10-23
PROSPERINDO MULTI HARVEST,1617,5,315400.0,1,2,1,Hibernating,2025-10-23
PROSPERO MANDIRI JAYA,22,92,40782723757.0,4,4,4,Champions,2025-10-23
PROTEKTA LOGISTIK,1064,2,2304264171.0,1,2,3,Hibernating,2025-10-23
PRYSMIAN CABLES INDONESIA,919,6,237578.0,2,2,1,About to Sleep,2025-10-23
PUANITECH,398,1,4790325.0,2,1,2,Hibernating,2025-10-23
PULAU JAYA MANDIRI,1429,13,17452645898.0,1,3,4,Can't Lose Them,2025-10-23
PULAU LEMON MANDIRI,1092,12,2572669.0,1,3,2,Can't Lose Them,2025-10-23
PULAU MAS,104,19,17944263276.0,3,3,4,Champions,2025-10-23
PULAU MAS TEXINDO,423,76,156278673147.0,2,4,4,At Risk,2025-10-23
PULAU REMPAH INDONESIA,317,2,15210.0,3,2,1,Need Attention,2025-10-23
PULAU SAMBU,479,1,18300.0,2,1,1,Hibernating,2025-10-23
PULAUINTAN BAJAPERKASA KONSTRUKSI,1433,1,3265041961.0,1,1,3,Lost,2025-10-23
PULAUMAS KHATULISTIWA,69,2,20779006.0,3,2,2,Need Attention,2025-10-23
